Date,Open,High,Low,Close,Volume,Adjustment
12-31-12,139.66,142.56,139.54,142.52,199691900,
12-28-12,140.64,141.42,139.91,139.87,111145400,
12-27-12,141.79,142.08,139.92,141.59,147006400,
12-26-12,142.64,142.71,141.35,141.65,76634400,
12-24-12,142.48,142.56,142.19,142.33,36801900,
12-21-12,142.16,143.1,141.94,142.77,167905800,Dividend: 1.02 USD  
12-20-12,144.38,145.14,143.98,145.14,102096900,
12-19-12,145.53,145.58,144.24,144.27,106867000,
12-18-12,144,145.5,143.79,145.41,130905700,
12-17-12,142.47,143.85,142.43,143.79,104244400,
12-14-12,142.32,142.58,141.88,142.12,96116800,
12-13-12,143.42,143.83,142.28,142.66,107441900,
12-12-12,144,144.55,143.31,143.54,110349000,
12-11-12,143.07,144.11,142.99,143.42,107521000,
12-10-12,142.2,142.81,142.15,142.52,72882800,
12-07-12,142.53,142.69,141.67,142.4,83401100,
12-06-12,141.37,142.04,141.16,141.91,76355000,
12-05-12,141.37,142.16,140.37,141.5,123259200,
12-04-12,141.44,141.87,140.87,141.22,109187100,
12-03-12,142.8,142.92,141.34,141.47,97092100,
11-30-12,142.14,142.42,141.66,142.06,106384900,
11-29-12,141.99,142.51,141.37,142.16,127909300,
11-28-12,139.76,141.54,139,141.48,144753900,
11-27-12,140.91,141.39,140.24,140.38,106116100,
11-26-12,140.65,141.36,140.19,141.17,80057300,
11-23-12,140.14,141.4,140.04,141.33,52654700,
11-21-12,139.31,139.57,139.03,139.45,61574800,
11-20-12,138.91,139.42,138.08,139.28,96612600,
11-19-12,137.9,139.13,137.82,139.15,108934600,
11-16-12,135.9,136.64,134.7,136.35,181974100,
11-15-12,135.98,136.49,135.18,135.7,152836800,
11-14-12,138.21,138.43,135.62,135.98,162671700,
11-13-12,137.53,139.25,137.36,137.8,105417700,
11-12-12,138.59,138.81,137.96,138.24,76677500,
11-09-12,137.62,139.44,137.55,138.16,167404800,
11-08-12,139.7,140.41,138.01,137.95,148701200,
11-07-12,141.67,141.68,139.06,139.78,212978900,
11-06-12,142.29,143.52,142.13,142.93,90012400,
11-05-12,141.35,142.17,140.93,141.9,74033200,
11-02-12,143.68,143.72,141.41,141.56,106332000,
11-01-12,141.64,143.01,141.52,142.91,85078100,
10-31-12,141.85,142.03,140.68,141.18,80326900,
10-26-12,141.3,141.84,140.39,141.35,109754500,
10-25-12,142.02,142.28,140.57,141.43,109234300,
10-24-12,141.93,142.1,140.8,141.05,96735500,
10-23-12,141.86,142.06,140.83,141.35,151255600,
10-22-12,143.15,143.67,142.28,143.41,103714000,
10-19-12,145.56,145.56,143.05,143.3,147232600,
10-18-12,145.82,146.52,145.33,145.86,117506100,
10-17-12,145.64,146.32,145.42,146.16,87675200,
10-16-12,144.76,145.64,144.66,145.58,90548600,
10-15-12,143.23,144.23,142.77,144.01,85074100,
10-12-12,143.46,143.95,142.58,142.84,100195500,
10-11-12,144.28,144.49,143.36,143.36,98940400,
10-10-12,144.18,144.32,143.09,143.28,106885800,
10-09-12,145.53,145.65,144.15,144.25,122832700,
10-08-12,145.61,145.89,145.31,145.66,66820800,
10-05-12,146.91,147.16,145.7,146.13,95496500,
10-04-12,145.63,146.34,145.44,146.27,103130400,
10-03-12,144.89,145.43,144.13,145.07,98380400,
10-02-12,144.92,145.15,143.83,144.5,99182100,
10-01-12,144.52,145.69,144.02,144.24,116218400,
