Date,Open,High,Low,Close,Volume,Adjustment
12-31-14,208,208.19,205.39,205.54,90990500,
12-30-14,208.21,208.37,207.51,207.6,55342100,
12-29-14,208.22,208.97,208.14,208.72,52187400,
12-26-14,208.3,208.85,208.25,208.44,40342100,
12-24-14,208.02,208.34,207.72,207.77,31943400,
12-23-14,208.17,208.23,207.51,207.75,73495200,
12-22-14,206.74,207.47,206.46,207.47,87911400,
12-19-14,206.43,207.33,205.62,206.52,141250100,Dividend: 1.13 USD  
12-18-14,204.74,212.97,203.92,206.78,181772400,
12-17-14,198.45,202.34,198.29,201.79,187776200,
12-16-14,198.57,202.4,197.86,197.91,183960800,
12-15-14,201.98,202.53,198.78,199.51,167419200,
12-12-14,202.64,203.82,200.85,200.89,149388200,
12-11-14,203.89,206.19,203.71,204.19,121396400,
12-10-14,205.91,205.98,202.93,203.16,127645700,
12-09-14,204.37,206.6,203.91,206.47,100162200,
12-08-14,207.52,208.12,205.93,206.61,79432000,
12-05-14,207.87,208.47,207.55,208,64453900,
12-04-14,207.54,208.27,206.7,207.66,73447300,
12-03-14,207.3,208.15,207.1,207.89,51863400,
12-02-14,205.81,207.34,205.79,207.085,61519800,
12-01-14,206.39,206.54,205.38,205.76,81985800,
11-28-14,207.49,207.87,206.91,207.2,38666400,
11-26-14,207.29,207.76,207.03,207.64,41131900,
11-25-14,207.53,207.79,206.8,207.11,56589000,
11-24-14,207.17,207.39,206.91,207.26,48010100,
11-21-14,207.64,207.72,205.98,206.68,83469400,
11-20-14,204.26,205.71,204.18,205.58,58442800,
11-19-14,205.31,205.55,204.3,205.22,66374200,
11-18-14,204.44,205.92,204.44,205.55,59327700,
11-17-14,203.85,204.58,203.65,204.37,55289400,
11-14-14,204.1,204.49,203.72,204.24,56196700,
11-13-14,204.17,204.83,203.21,204.19,72285900,
11-12-14,203.35,204.24,203.31,203.96,54715500,
11-11-14,204.06,204.31,203.65,204.175,42570300,
11-10-14,203.38,204.04,203.13,203.98,52717800,
11-07-14,203.18,203.6,202.61,203.34,64931100,
11-06-14,202.39,203.26,201.64,203.15,65261700,
11-05-14,202.53,202.59,201.45,202.34,73234400,
11-04-14,201.23,201.6,200.06,201.07,76001500,
11-03-14,201.92,202.45,201.31,201.77,77221000,
10-31-14,201.78,201.82,200.77,201.66,102585700,
10-30-14,197.58,199.95,197.4,199.38,92648500,
10-29-14,198.55,199.12,196.8,198.11,121077600,
10-28-14,196.82,198.42,196.73,198.41,84749100,
10-27-14,195.73,196.45,195.03,196.16,70408600,
10-24-14,195.22,196.49,194.49,196.43,95134700,
10-23-14,194.62,196.2,194.26,194.93,121586200,
10-22-14,194.41,194.91,192.61,192.69,121478500,
10-21-14,191.68,194.2,191.48,194.07,128299000,
10-20-14,188.13,190.45,188.07,190.3,91779800,
10-17-14,188.42,189.75,187.62,188.47,168779600,
10-16-14,183.06,187.58,182.89,186.27,211640500,
10-15-14,185.16,186.88,181.92,186.43,300660900,
10-14-14,188.42,189.82,187.04,187.7,178003400,
10-13-14,190.46,191.15,187.3,187.41,185919300,
10-10-14,192.69,193.65,190.51,190.54,180476500,
10-09-14,196.33,196.6,192.58,192.74,170171500,
10-08-14,193.38,196.92,192.36,196.64,157954000,
10-07-14,195.28,195.72,193.25,193.26,107932100,
10-06-14,197.34,197.6,195.58,196.29,87953600,
10-03-14,195.68,196.94,195.08,196.52,92882600,
10-02-14,194.17,195.06,192.35,194.38,136349900,
10-01-14,196.7,196.77,193.91,194.35,150358400,
09-30-14,197.69,198.3,196.61,197.02,94029400,
09-29-14,196.2,197.89,196.05,197.54,72984200,
09-26-14,196.69,198.39,196.42,197.9,83132600,
09-25-14,199.04,199.05,196.32,196.34,120034800,
09-24-14,198.05,199.69,197.52,199.56,79160100,
09-23-14,198.43,199.26,197.95,198.01,83377500,
09-22-14,200.35,200.38,198.73,199.15,90650500,
09-19-14,201.52,201.73,200.29,200.7,82611700,Dividend: 0.94 USD  
09-18-14,201.36,201.85,201.1,201.82,61565700,
09-17-14,200.77,201.68,199.75,200.75,111440400,
09-16-14,198.61,200.84,198.5,200.48,79098700,
09-15-14,199.16,199.32,198.38,198.98,55293600,
09-12-14,200.1,200.12,198.56,199.13,79673000,
09-11-14,199.27,200.33,199.12,200.3,55325300,
09-10-14,199.43,200.2,198.77,200.07,57976400,
09-09-14,200.41,200.55,198.91,199.32,71330300,
09-08-14,200.92,201.21,200,200.59,50827100,
09-05-14,200.16,201.19,199.41,201.11,66461900,
09-04-14,200.84,201.58,199.66,200.21,64455600,
09-03-14,201.39,201.41,200.22,200.5,45219400,
09-02-14,200.97,201,199.86,200.61,53464500,
08-29-14,200.45,200.73,199.82,200.71,47415800,
08-28-14,199.59,200.27,199.39,200.14,41119000,
08-27-14,200.44,200.57,199.94,200.25,35303800,
08-26-14,200.33,200.82,200.28,200.33,36627000,
08-25-14,200.14,200.59,199.86,200.2,44914100,
08-22-14,199.33,199.69,198.74,199.19,60144800,
08-21-14,199.09,199.76,198.93,199.5,47808200,
08-20-14,198.13,199.16,198.08,198.92,58763100,
08-19-14,197.83,198.54,197.65,198.39,44675400,
08-18-14,196.8,197.45,196.69,197.36,53315400,
08-15-14,196.47,196.65,194.31,195.72,114107000,
08-14-14,195.17,195.75,194.98,195.76,47471100,
08-13-14,194.29,195.06,193.96,194.84,52300200,
08-12-14,193.61,194.15,192.94,193.53,60252300,
08-11-14,193.97,194.66,193.71,193.795,61947600,
08-08-14,191.46,193.37,190.95,193.24,88379900,
08-07-14,192.94,193.13,190.55,191.03,103739100,
08-06-14,191.11,192.89,191.08,192.07,81213100,
08-05-14,193.1,193.6,191.31,192.01,113346400,
08-04-14,192.87,194.3,192.05,193.89,74389200,
08-01-14,192.57,193.76,191.57,192.5,145693800,
07-31-14,195.61,195.78,193.04,193.09,136330400,
07-30-14,197.65,197.91,196.16,196.98,86699700,
07-29-14,198.17,198.45,196.94,196.95,65516500,
07-28-14,197.76,198.09,196.62,197.8,55291300,
07-25-14,198.09,198.26,197.33,197.72,62734100,
07-24-14,198.84,199.06,198.45,198.65,45449200,
07-23-14,198.5,198.85,198.1,198.64,44930000,
07-22-14,198.01,198.56,197.87,198.2,47908800,
07-21-14,197.09,197.5,196.43,197.34,55714900,
07-18-14,196.35,197.91,196.24,197.71,80055900,
07-17-14,197.35,198.1,195.43,195.71,113803400,
07-16-14,198.11,198.26,197.42,197.96,59724300,
