Date,Open,High,Low,Close,Volume,Adjustment
12-31-18,249.56,250.16,247.47,249.92,89321793,
12-28-18,249.58,251.4,246.45,247.75,117770814,
12-27-18,242.57,248.17,238.96,248.07,142728437,
12-26-18,235.97,246,233.76,246.18,149712150,
12-24-18,239.03,240.29,234.31,234.34,106056404,
12-21-18,246.72,249.71,239.98,240.7,178513434,Dividend: 1.44 USD  
12-20-18,249.86,251.62,244.65,247.17,194847798,
12-19-18,255.17,259.4,249.35,251.26,174215711,
12-18-18,257.19,257.95,253.28,255.08,102452880,
12-17-18,259.43,260.65,253.52,255.36,125208554,
12-14-18,262.96,264.03,259.85,260.47,94320449,
12-13-18,266.51,267.49,264.12,265.37,73385472,
12-12-18,267.47,269,265.37,265.46,76281606,
12-11-18,267.66,267.87,262.48,264.13,101810622,
12-10-18,263.37,265.17,258.62,264.07,130949722,
12-07-18,269.46,271.22,262.63,263.57,127953611,
12-06-18,265.92,269.97,262.44,269.84,158944896,
12-04-18,278.37,278.85,269.9,270.25,138245253,
12-03-18,280.26,280.4,277.5,279.3,78312666,
11-30-18,273.81,276.28,273.45,275.65,59005596,
11-29-18,273.71,275.55,272.43,273.98,64617335,
11-28-18,269.6,274.55,268.53,274.58,96206466,
11-27-18,266.34,268.37,265.66,268.4,56586327,
11-26-18,265.78,267.75,265.34,267.5,56123136,
11-23-18,263.18,264.83,263.07,263.25,29253230,
11-21-18,265.86,267.15,265.01,265.02,52187558,
11-20-18,265.37,267,263.15,264.12,102780926,
11-19-18,273.05,273.38,266.74,269.1,77549208,
11-16-18,271.79,274.75,271.21,273.73,78810958,
11-15-18,268.78,273.54,267.01,273.02,101956324,
11-14-18,274.14,274.61,268.45,270.2,95557991,
11-13-18,273.06,275.33,271.25,272.06,78843406,
11-12-18,277.15,277.46,271.99,272.57,78678265,
11-09-18,279.03,279.24,276.18,277.76,70564989,
11-08-18,280.14,281.22,279.22,280.5,49381871,
11-07-18,277.56,281.1,277.08,281.01,72783325,
11-06-18,273.32,275.3,273.25,275.12,44760968,
11-05-18,272.44,274.01,271.35,273.39,46793036,
11-02-18,274.74,275.23,269.59,271.89,93540390,
11-01-18,271.62,273.73,270.38,273.51,72102945,
10-31-18,270.65,273.23,270.12,270.63,96462782,
10-30-18,263.67,268.12,263.12,267.77,122597429,
10-29-18,268.78,270.25,259.85,263.86,119840185,
10-26-18,265.92,271,262.29,265.33,160509802,
10-25-18,267.37,271.81,266.23,270.08,97297132,
10-24-18,273.33,273.76,264.7,265.32,129419347,
10-23-18,270.94,274.87,268.61,273.61,113627428,
10-22-18,277,277.36,274.41,275.01,64980116,
10-19-18,277.12,279.3,275.47,276.25,86813259,
10-18-18,279.4,280.07,274.97,276.4,106245882,
10-17-18,280.44,281.15,277.56,280.45,81725982,
10-16-18,276.57,280.82,276.07,280.4,74834031,
10-15-18,275.55,277.04,274.3,274.4,75357626,
10-12-18,276.77,277.09,272.37,275.95,130236363,
10-11-18,277.08,278.9,270.36,272.17,201677669,
10-10-18,286.83,286.91,277.88,278.3,148873744,
10-09-18,287.39,288.86,286.77,287.4,57581718,
10-08-18,287.04,288.22,285.5,287.82,67466347,
10-05-18,289.69,290.27,286.22,287.82,77098096,
10-04-18,291.18,291.24,287.66,289.44,85170991,
10-03-18,292.72,293.21,291.32,291.72,44855604,
10-02-18,291.56,292.36,291.14,291.56,36043733,
10-01-18,292.13,292.93,290.98,291.73,45684023,
09-28-18,289.99,291.28,289.95,290.72,49387477,
